id,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
1634,<0,9,critical/other existing credit,business,2993,<100,1<=X<4,2,male single,none,3,life insurance,36,none,own,2,skilled,1,none,yes,good
1635,0<=X<200,24,existing paid,furniture/equipment,4380,no known savings,4<=X<7,4,male single,none,4,life insurance,25,none,own,1,skilled,1,none,yes,bad
1636,no checking,18,existing paid,radio/tv,1494,<100,>=7,2,male single,none,2,life insurance,36,stores,own,2,skilled,1,yes,yes,good
1637,no checking,48,existing paid,business,3609,<100,>=7,4,female div/dep/mar,co applicant,3,car,66,none,own,1,skilled,1,none,yes,good
1638,no checking,18,existing paid,education,6842,<100,1<=X<4,4,female div/dep/mar,none,2,car,25,none,own,2,skilled,1,none,yes,good
1639,no checking,12,critical/other existing credit,furniture/equipment,2580,<100,>=7,4,male single,none,4,life insurance,24,none,own,1,skilled,2,none,yes,good
1640,0<=X<200,24,delayed previously,radio/tv,2288,500<=X<1000,4<=X<7,4,female div/dep/mar,none,2,no known property,35,none,rent,1,skilled,1,yes,yes,good
1641,no checking,27,critical/other existing credit,furniture/equipment,1393,<100,>=7,4,male single,none,1,no known property,48,stores,rent,2,skilled,1,yes,yes,bad
1642,<0,24,existing paid,used car,902,<100,1<=X<4,3,male mar/wid,none,2,real estate,34,none,for free,2,skilled,2,yes,yes,bad
1643,<0,12,critical/other existing credit,education,836,<100,1<=X<4,4,male single,none,4,life insurance,54,none,own,1,unskilled resident,1,yes,yes,good
1644,0<=X<200,15,critical/other existing credit,furniture/equipment,3149,<100,4<=X<7,2,male single,co applicant,2,car,62,none,own,1,skilled,1,none,yes,good
1645,<0,12,critical/other existing credit,business,2394,<100,1<=X<4,4,male single,none,3,car,21,none,own,1,high qualif/self emp/mgmt,2,yes,yes,good
1646,<0,12,all paid,education,2812,500<=X<1000,>=7,4,male div/sep,none,3,car,20,none,rent,1,unskilled resident,1,none,yes,good
1647,no checking,18,existing paid,furniture/equipment,2712,<100,<1,4,male single,none,3,real estate,27,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
1648,no checking,60,existing paid,furniture/equipment,1503,100<=X<500,1<=X<4,1,male mar/wid,none,2,car,23,bank,own,2,skilled,1,yes,yes,bad
1649,0<=X<200,12,critical/other existing credit,new car,2515,<100,<1,4,female div/dep/mar,none,2,life insurance,52,none,own,1,skilled,1,yes,yes,good
1650,no checking,48,critical/other existing credit,new car,1240,no known savings,1<=X<4,1,male single,none,2,life insurance,52,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
1651,<0,6,delayed previously,education,1715,<100,<1,4,male single,none,1,real estate,36,none,own,1,skilled,1,yes,yes,bad
1652,no checking,12,critical/other existing credit,new car,2145,no known savings,1<=X<4,4,male single,none,3,life insurance,39,bank,for free,2,high qualif/self emp/mgmt,1,yes,yes,good
1653,no checking,36,existing paid,furniture/equipment,1553,<100,>=7,2,male single,none,3,car,40,none,own,1,unskilled resident,2,yes,no,good
1654,no checking,24,no credits/all paid,furniture/equipment,1175,<100,4<=X<7,2,female div/dep/mar,none,4,car,75,bank,own,2,skilled,1,yes,yes,good
1655,no checking,12,existing paid,furniture/equipment,4605,<100,>=7,3,male single,none,2,car,58,none,own,1,unskilled resident,2,none,yes,bad
1656,no checking,48,critical/other existing credit,new car,1882,<100,>=7,4,male single,none,4,car,51,none,own,1,skilled,1,yes,yes,good
1657,>=200,9,existing paid,furniture/equipment,701,>=1000,>=7,4,male single,none,4,life insurance,26,none,own,2,skilled,1,yes,yes,good
1658,no checking,12,critical/other existing credit,new car,2406,no known savings,>=7,2,male single,none,4,life insurance,34,none,own,2,skilled,2,yes,yes,bad
1659,<0,24,existing paid,radio/tv,2124,<100,4<=X<7,1,male mar/wid,none,2,life insurance,42,none,own,1,skilled,1,none,yes,bad
1660,0<=X<200,18,critical/other existing credit,new car,1149,<100,1<=X<4,4,male single,none,2,real estate,22,none,own,1,unskilled resident,1,none,yes,good
1661,no checking,24,existing paid,new car,1552,<100,<1,3,male mar/wid,none,2,real estate,34,none,own,1,skilled,2,yes,yes,bad
1662,no checking,6,critical/other existing credit,education,3079,<100,1<=X<4,3,male single,guarantor,4,real estate,30,none,own,1,skilled,1,none,yes,bad
1663,<0,12,delayed previously,new car,2225,<100,1<=X<4,4,male mar/wid,co applicant,4,car,45,none,own,1,unskilled resident,1,none,yes,good
1664,no checking,24,critical/other existing credit,radio/tv,1377,<100,1<=X<4,3,male single,none,2,life insurance,28,none,own,2,skilled,2,none,yes,good
1665,<0,8,delayed previously,used car,1291,<100,unemployed,1,female div/dep/mar,none,4,life insurance,35,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
1666,no checking,24,critical/other existing credit,furniture/equipment,1569,<100,1<=X<4,3,female div/dep/mar,none,4,car,28,none,own,1,skilled,2,none,yes,good
1667,0<=X<200,9,critical/other existing credit,radio/tv,951,<100,4<=X<7,4,male single,co applicant,4,car,26,none,own,1,skilled,1,yes,yes,good
1668,no checking,36,all paid,used car,1300,<100,>=7,4,female div/dep/mar,none,4,real estate,44,none,rent,1,skilled,1,yes,yes,bad
1669,<0,60,all paid,furniture/equipment,2064,no known savings,unemployed,2,female div/dep/mar,none,4,car,33,none,own,1,unskilled resident,1,none,yes,bad
1670,no checking,48,critical/other existing credit,radio/tv,8229,<100,>=7,3,male single,none,4,life insurance,55,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
1671,no checking,6,no credits/all paid,radio/tv,2329,<100,4<=X<7,2,male div/sep,co applicant,2,life insurance,62,none,rent,2,unskilled resident,1,none,yes,good
1672,<0,12,existing paid,used car,1366,<100,1<=X<4,4,male single,none,2,car,50,none,own,1,skilled,1,yes,yes,good
1673,0<=X<200,6,existing paid,furniture/equipment,5302,<100,>=7,2,male single,none,1,life insurance,50,none,own,1,skilled,2,none,yes,good
1674,no checking,24,existing paid,new car,3949,<100,1<=X<4,4,female div/dep/mar,none,4,life insurance,50,none,own,1,skilled,2,none,yes,good
1675,no checking,15,critical/other existing credit,new car,4843,<100,1<=X<4,3,female div/dep/mar,none,2,car,29,none,own,2,skilled,2,none,yes,good
1676,>=200,36,no credits/all paid,radio/tv,2859,<100,1<=X<4,4,male single,none,4,life insurance,34,none,rent,2,skilled,1,none,no,good
1677,no checking,12,existing paid,new car,2238,100<=X<500,>=7,4,female div/dep/mar,none,4,car,24,none,rent,1,skilled,1,none,yes,good
1678,no checking,36,existing paid,retraining,1246,<100,1<=X<4,4,female div/dep/mar,none,1,life insurance,30,none,rent,2,skilled,1,none,yes,good
1679,0<=X<200,24,delayed previously,radio/tv,3650,no known savings,1<=X<4,2,male single,none,4,no known property,26,none,own,1,unskilled resident,1,none,yes,good
1680,no checking,12,no credits/all paid,radio/tv,3441,<100,<1,4,male single,none,1,real estate,26,none,own,3,unskilled resident,1,yes,yes,bad
1681,<0,24,existing paid,radio/tv,11760,500<=X<1000,1<=X<4,4,male single,none,1,no known property,43,bank,own,2,skilled,1,yes,yes,good
1682,0<=X<200,21,critical/other existing credit,furniture/equipment,1309,<100,4<=X<7,3,female div/dep/mar,none,2,real estate,22,bank,own,3,skilled,1,none,yes,good
1683,<0,10,existing paid,business,1934,<100,>=7,2,male div/sep,co applicant,1,real estate,26,none,own,1,high qualif/self emp/mgmt,2,none,yes,bad
1684,0<=X<200,18,existing paid,furniture/equipment,1655,<100,<1,4,male single,none,4,real estate,42,bank,own,2,unskilled resident,1,yes,yes,bad
1685,0<=X<200,14,existing paid,radio/tv,14782,<100,>=7,1,male single,none,4,life insurance,34,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,good
1686,<0,54,critical/other existing credit,furniture/equipment,1530,<100,4<=X<7,4,female div/dep/mar,none,4,life insurance,27,none,own,2,skilled,1,none,yes,good
1687,no checking,18,existing paid,new car,1995,no known savings,4<=X<7,4,female div/dep/mar,none,4,no known property,54,none,own,2,skilled,1,none,yes,good
1688,no checking,16,critical/other existing credit,used car,2463,no known savings,1<=X<4,4,male single,none,3,life insurance,36,none,own,1,skilled,1,none,yes,good
1689,0<=X<200,48,existing paid,business,3496,<100,1<=X<4,4,female div/dep/mar,none,3,car,35,stores,own,2,skilled,1,yes,yes,good
1690,no checking,6,critical/other existing credit,radio/tv,1659,<100,<1,1,male div/sep,none,1,life insurance,68,stores,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
1691,0<=X<200,24,existing paid,new car,618,<100,1<=X<4,3,male single,none,2,car,35,bank,own,2,skilled,1,yes,yes,bad
1692,<0,24,delayed previously,furniture/equipment,1221,<100,4<=X<7,3,male single,none,2,real estate,63,none,own,1,unskilled resident,1,yes,no,good
1693,0<=X<200,24,all paid,new car,2251,<100,>=7,4,male div/sep,none,4,no known property,38,none,rent,1,unemp/unskilled non res,1,yes,yes,good
1694,0<=X<200,30,existing paid,used car,2333,500<=X<1000,1<=X<4,2,male single,none,1,car,51,bank,rent,1,unskilled resident,1,none,yes,good
1695,<0,24,critical/other existing credit,radio/tv,1364,<100,<1,3,female div/dep/mar,none,3,car,37,bank,for free,2,skilled,1,yes,yes,bad
1696,>=200,30,existing paid,furniture/equipment,929,<100,4<=X<7,4,male single,none,4,car,28,none,rent,1,skilled,1,none,no,bad
1697,<0,9,existing paid,repairs,1498,500<=X<1000,>=7,2,male single,co applicant,4,no known property,41,none,own,1,skilled,1,none,yes,bad
1698,0<=X<200,60,all paid,education,3621,no known savings,1<=X<4,2,female div/dep/mar,none,4,life insurance,38,none,rent,1,skilled,2,yes,yes,good
1699,<0,12,existing paid,new car,2064,no known savings,1<=X<4,2,female div/dep/mar,none,4,no known property,24,none,own,1,unemp/unskilled non res,1,yes,yes,good
1700,<0,21,existing paid,new car,2073,500<=X<1000,1<=X<4,4,male single,none,4,real estate,34,none,own,1,skilled,1,none,yes,good
1701,<0,48,delayed previously,radio/tv,2442,500<=X<1000,1<=X<4,2,male single,none,4,no known property,28,none,own,1,unemp/unskilled non res,1,yes,yes,good
1702,no checking,48,critical/other existing credit,furniture/equipment,1376,>=1000,4<=X<7,1,male single,none,2,life insurance,34,none,rent,1,skilled,1,yes,yes,bad
1703,no checking,18,critical/other existing credit,used car,1311,>=1000,unemployed,2,male single,none,3,real estate,29,none,own,1,skilled,1,none,yes,good
1704,0<=X<200,36,all paid,business,4716,<100,1<=X<4,4,male mar/wid,none,4,car,40,none,own,2,skilled,1,yes,yes,bad
1705,0<=X<200,18,critical/other existing credit,used car,3343,<100,4<=X<7,3,female div/dep/mar,none,3,car,46,none,rent,1,unskilled resident,1,yes,yes,bad
1706,0<=X<200,18,existing paid,new car,6419,<100,4<=X<7,4,male single,none,2,car,33,none,own,1,skilled,1,yes,yes,good
1707,0<=X<200,13,critical/other existing credit,radio/tv,983,100<=X<500,1<=X<4,4,female div/dep/mar,none,1,car,28,none,own,2,skilled,1,none,yes,good
1708,0<=X<200,42,existing paid,new car,571,no known savings,<1,4,male single,none,2,real estate,23,stores,own,1,skilled,1,yes,yes,good
1709,no checking,30,existing paid,furniture/equipment,1381,<100,>=7,4,male single,none,4,real estate,53,none,own,1,unskilled resident,1,none,yes,good
1710,no checking,24,existing paid,business,4249,<100,<1,1,male single,none,4,no known property,36,none,own,1,high qualif/self emp/mgmt,2,yes,yes,good
1711,no checking,24,existing paid,new car,11760,<100,>=7,1,male mar/wid,none,3,no known property,29,none,for free,2,skilled,1,none,yes,bad
1712,0<=X<200,48,delayed previously,used car,1037,<100,1<=X<4,4,female div/dep/mar,co applicant,2,life insurance,42,bank,own,1,skilled,1,none,yes,good
1713,0<=X<200,15,no credits/all paid,furniture/equipment,8978,100<=X<500,>=7,3,female div/dep/mar,none,2,real estate,48,none,own,2,skilled,1,yes,yes,good
1714,no checking,24,existing paid,radio/tv,5324,>=1000,1<=X<4,4,female div/dep/mar,none,1,car,74,none,own,1,skilled,1,yes,yes,good
1715,<0,24,critical/other existing credit,new car,1858,<100,unemployed,2,male mar/wid,none,2,no known property,35,none,own,2,unskilled resident,1,yes,yes,good
1716,<0,12,existing paid,radio/tv,4454,no known savings,<1,4,male div/sep,none,4,real estate,60,none,own,2,unskilled resident,1,yes,yes,good
1717,<0,11,existing paid,furniture/equipment,1092,no known savings,<1,1,male single,none,3,car,45,none,own,2,skilled,1,yes,yes,bad
1718,no checking,45,existing paid,radio/tv,996,<100,1<=X<4,4,male single,none,4,car,46,none,own,1,skilled,1,none,yes,good
1719,no checking,12,critical/other existing credit,used car,11998,<100,1<=X<4,2,male single,none,4,car,23,bank,own,2,skilled,1,yes,yes,good
1720,>=200,24,existing paid,new car,4351,no known savings,>=7,2,female div/dep/mar,none,3,no known property,32,none,for free,1,skilled,1,none,yes,good
1721,>=200,10,critical/other existing credit,radio/tv,9157,<100,>=7,4,female div/dep/mar,none,2,no known property,32,none,for free,2,skilled,2,none,yes,good
1722,no checking,27,critical/other existing credit,business,1224,<100,1<=X<4,1,male mar/wid,none,3,car,65,none,rent,1,high qualif/self emp/mgmt,1,none,yes,good
1723,no checking,12,delayed previously,new car,4272,<100,>=7,3,female div/dep/mar,none,4,life insurance,25,none,own,2,skilled,1,yes,yes,good
1724,<0,18,critical/other existing credit,radio/tv,433,<100,>=7,2,male mar/wid,none,1,car,28,none,own,1,unskilled resident,1,yes,yes,good
1725,0<=X<200,12,existing paid,new car,2462,no known savings,<1,1,female div/dep/mar,none,2,life insurance,25,none,own,1,skilled,1,yes,yes,bad
1726,no checking,36,critical/other existing credit,education,802,<100,1<=X<4,4,male single,none,3,real estate,36,none,own,1,skilled,1,none,yes,good
1727,no checking,24,existing paid,new car,2538,500<=X<1000,>=7,3,female div/dep/mar,none,3,no known property,32,none,own,1,skilled,1,none,yes,good
1728,no checking,12,existing paid,used car,1374,<100,<1,3,male div/sep,none,3,car,32,none,own,1,skilled,1,none,yes,good
1729,no checking,42,existing paid,furniture/equipment,2337,100<=X<500,1<=X<4,1,male single,none,4,no known property,75,none,own,1,skilled,1,yes,yes,good
1730,<0,30,critical/other existing credit,used car,3527,500<=X<1000,4<=X<7,4,male single,none,2,real estate,22,none,rent,1,skilled,1,yes,yes,good
1731,no checking,20,existing paid,radio/tv,1386,<100,<1,4,male single,guarantor,1,no known property,28,bank,rent,1,skilled,1,none,yes,good
1732,no checking,21,existing paid,used car,1231,<100,<1,4,male single,none,2,car,55,none,rent,1,unskilled resident,1,none,yes,bad
1733,0<=X<200,15,delayed previously,furniture/equipment,2569,no known savings,4<=X<7,2,male single,none,3,no known property,36,none,own,1,skilled,1,yes,yes,good
1734,no checking,24,critical/other existing credit,radio/tv,15857,<100,>=7,4,male single,co applicant,2,life insurance,34,none,for free,1,skilled,1,none,yes,bad
1735,0<=X<200,12,existing paid,radio/tv,3234,<100,>=7,3,female div/dep/mar,none,4,real estate,30,none,for free,1,skilled,1,none,yes,bad
1736,<0,36,critical/other existing credit,other,2779,<100,<1,4,male single,none,3,no known property,36,none,own,2,skilled,2,yes,yes,good
1737,no checking,24,existing paid,furniture/equipment,959,<100,>=7,4,male single,none,2,life insurance,26,none,own,1,unskilled resident,1,none,yes,good
1738,no checking,21,critical/other existing credit,furniture/equipment,2149,100<=X<500,1<=X<4,1,female div/dep/mar,none,4,car,44,none,rent,1,unskilled resident,1,yes,yes,good
1739,no checking,12,existing paid,new car,2511,<100,<1,4,male mar/wid,none,4,no known property,30,none,for free,1,unemp/unskilled non res,1,yes,yes,good
1740,no checking,21,critical/other existing credit,new car,4473,no known savings,>=7,4,male single,none,3,real estate,27,none,own,1,high qualif/self emp/mgmt,2,none,yes,bad
1741,no checking,18,critical/other existing credit,furniture/equipment,2210,>=1000,4<=X<7,4,male div/sep,none,4,car,30,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
1742,<0,15,no credits/all paid,radio/tv,1559,no known savings,>=7,4,male mar/wid,none,2,real estate,53,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
1743,0<=X<200,30,critical/other existing credit,business,2241,<100,1<=X<4,4,female div/dep/mar,guarantor,3,real estate,35,none,own,1,unskilled resident,2,yes,yes,good
1744,no checking,36,critical/other existing credit,used car,484,<100,1<=X<4,2,male single,none,4,life insurance,46,none,own,2,unskilled resident,1,none,yes,good
1745,no checking,18,existing paid,furniture/equipment,959,<100,>=7,4,male single,none,3,life insurance,24,none,for free,1,unemp/unskilled non res,1,none,yes,bad
1746,0<=X<200,9,existing paid,radio/tv,14421,<100,1<=X<4,3,male single,none,4,real estate,53,bank,own,1,skilled,1,yes,yes,bad
1747,no checking,18,no credits/all paid,new car,4455,<100,1<=X<4,2,male mar/wid,none,4,real estate,20,none,own,1,skilled,1,none,yes,bad
1748,0<=X<200,24,existing paid,radio/tv,2910,<100,>=7,2,female div/dep/mar,none,4,real estate,38,none,for free,1,skilled,1,yes,yes,good
1749,no checking,48,existing paid,business,701,<100,>=7,1,male single,none,2,real estate,49,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
1750,0<=X<200,36,critical/other existing credit,radio/tv,3556,500<=X<1000,>=7,2,male single,none,3,no known property,36,stores,own,1,high qualif/self emp/mgmt,1,none,yes,good
1751,no checking,10,existing paid,radio/tv,5248,<100,>=7,1,female div/dep/mar,none,3,life insurance,33,none,for free,1,skilled,1,none,yes,bad
1752,no checking,12,all paid,radio/tv,2767,>=1000,<1,4,male div/sep,none,1,life insurance,44,none,own,1,skilled,1,yes,yes,good
1753,no checking,12,critical/other existing credit,radio/tv,2611,no known savings,1<=X<4,4,male single,none,4,no known property,43,none,own,1,skilled,1,none,yes,bad
1754,no checking,12,existing paid,new car,672,<100,>=7,3,male div/sep,none,4,car,26,none,own,1,skilled,1,none,yes,bad
1755,no checking,18,existing paid,radio/tv,3632,no known savings,>=7,3,female div/dep/mar,none,4,car,23,none,own,1,skilled,1,none,yes,good
