id,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
1644,<0,48,critical/other existing credit,used car,3512,<100,<1,2,male single,none,3,life insurance,30,bank,own,2,skilled,1,yes,yes,bad
1645,no checking,12,critical/other existing credit,used car,3031,<100,>=7,4,female div/dep/mar,none,3,no known property,31,none,own,2,skilled,1,yes,yes,bad
1646,no checking,12,critical/other existing credit,furniture/equipment,1449,<100,>=7,3,female div/dep/mar,none,3,car,42,none,own,2,high qualif/self emp/mgmt,2,none,yes,good
1647,<0,12,existing paid,radio/tv,3448,<100,1<=X<4,1,female div/dep/mar,none,4,real estate,57,none,rent,1,unemp/unskilled non res,1,none,yes,good
1648,<0,24,existing paid,new car,5045,100<=X<500,1<=X<4,1,male mar/wid,none,4,car,21,none,own,2,skilled,1,yes,yes,good
1649,no checking,18,critical/other existing credit,business,1345,100<=X<500,<1,3,male single,none,4,no known property,23,none,own,2,unskilled resident,2,none,yes,good
1650,>=200,24,critical/other existing credit,business,2326,100<=X<500,1<=X<4,3,female div/dep/mar,none,2,car,74,none,rent,1,unskilled resident,2,yes,yes,good
1651,<0,21,delayed previously,new car,1597,>=1000,1<=X<4,4,male single,none,2,real estate,23,none,rent,1,high qualif/self emp/mgmt,1,none,yes,bad
1652,no checking,4,delayed previously,furniture/equipment,1288,no known savings,unemployed,4,male mar/wid,guarantor,3,car,26,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
1653,<0,6,existing paid,furniture/equipment,2515,<100,1<=X<4,3,male single,none,3,car,45,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
1654,0<=X<200,12,existing paid,repairs,1311,100<=X<500,unemployed,3,male mar/wid,none,3,car,26,none,own,1,skilled,1,none,yes,good
1655,0<=X<200,15,existing paid,radio/tv,4370,no known savings,>=7,4,male mar/wid,none,2,real estate,38,none,own,1,skilled,1,yes,yes,good
1656,no checking,12,existing paid,furniture/equipment,1422,<100,1<=X<4,4,female div/dep/mar,none,3,real estate,22,none,own,1,unskilled resident,1,yes,yes,bad
1657,no checking,10,delayed previously,new car,866,no known savings,<1,2,female div/dep/mar,none,2,car,30,none,own,1,skilled,1,none,yes,good
1658,<0,12,existing paid,used car,11328,100<=X<500,1<=X<4,4,female div/dep/mar,co applicant,3,car,25,none,own,1,skilled,2,none,yes,good
1659,no checking,6,existing paid,new car,2629,no known savings,<1,1,male mar/wid,none,4,real estate,23,none,own,2,skilled,1,none,yes,good
1660,no checking,12,delayed previously,radio/tv,1715,500<=X<1000,unemployed,3,female div/dep/mar,none,2,car,29,bank,rent,2,skilled,1,yes,yes,good
1661,>=200,15,existing paid,radio/tv,1313,<100,4<=X<7,1,male mar/wid,none,4,real estate,60,bank,own,1,high qualif/self emp/mgmt,1,none,yes,good
1662,>=200,18,existing paid,radio/tv,7174,<100,1<=X<4,1,female div/dep/mar,none,2,real estate,55,none,own,1,skilled,1,yes,yes,good
1663,<0,36,critical/other existing credit,business,2611,<100,>=7,2,male single,none,2,life insurance,29,stores,own,1,skilled,1,none,yes,good
1664,0<=X<200,30,critical/other existing credit,furniture/equipment,1543,no known savings,>=7,4,male single,none,4,car,24,none,own,2,skilled,1,none,yes,bad
1665,0<=X<200,18,existing paid,new car,3578,100<=X<500,1<=X<4,3,male single,none,1,car,44,none,for free,1,skilled,1,none,yes,good
1666,<0,9,delayed previously,radio/tv,874,500<=X<1000,<1,4,male single,none,1,car,33,none,for free,3,unskilled resident,1,yes,yes,bad
1667,<0,36,existing paid,new car,2096,<100,1<=X<4,1,male single,none,3,real estate,33,bank,own,1,unskilled resident,1,none,yes,good
1668,no checking,24,existing paid,radio/tv,7472,no known savings,4<=X<7,4,male mar/wid,none,4,no known property,35,none,for free,1,high qualif/self emp/mgmt,1,none,yes,good
1669,no checking,12,critical/other existing credit,new car,3711,no known savings,1<=X<4,4,female div/dep/mar,co applicant,1,life insurance,30,none,own,2,skilled,1,none,yes,good
1670,no checking,12,existing paid,used car,1201,<100,1<=X<4,3,male single,none,2,real estate,26,none,own,2,unskilled resident,1,none,yes,good
1671,0<=X<200,11,all paid,other,884,<100,4<=X<7,2,male div/sep,guarantor,2,car,29,none,rent,3,skilled,2,none,yes,good
1672,0<=X<200,18,critical/other existing credit,furniture/equipment,2538,<100,<1,3,male mar/wid,none,4,real estate,36,none,own,2,skilled,1,yes,yes,good
1673,0<=X<200,39,critical/other existing credit,new car,701,no known savings,<1,3,male single,none,4,life insurance,47,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
1674,<0,18,no credits/all paid,business,2136,no known savings,1<=X<4,4,male single,none,2,no known property,30,none,own,1,skilled,2,yes,yes,good
1675,<0,10,existing paid,business,5234,<100,4<=X<7,1,female div/dep/mar,none,3,no known property,25,none,rent,1,skilled,1,none,yes,bad
1676,<0,24,existing paid,radio/tv,1494,500<=X<1000,4<=X<7,4,female div/dep/mar,none,3,real estate,45,none,own,2,unskilled resident,2,yes,yes,good
1677,no checking,9,existing paid,education,766,500<=X<1000,1<=X<4,3,male single,none,1,real estate,30,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
1678,<0,24,existing paid,business,4370,100<=X<500,1<=X<4,4,male single,none,2,car,37,none,own,1,unskilled resident,1,none,yes,good
1679,0<=X<200,24,existing paid,new car,709,<100,>=7,4,male single,co applicant,2,life insurance,39,none,own,2,unskilled resident,1,yes,yes,good
1680,0<=X<200,6,critical/other existing credit,new car,2522,100<=X<500,>=7,2,female div/dep/mar,none,3,no known property,35,none,own,2,skilled,1,yes,yes,good
1681,>=200,48,existing paid,radio/tv,2150,<100,1<=X<4,4,male single,none,4,car,42,none,own,1,skilled,1,none,yes,good
1682,no checking,12,existing paid,radio/tv,2899,no known savings,1<=X<4,2,female div/dep/mar,none,4,real estate,44,none,rent,1,skilled,1,yes,yes,good
1683,>=200,24,critical/other existing credit,other,5954,<100,>=7,1,male single,none,1,car,22,none,own,2,unskilled resident,1,yes,yes,good
1684,>=200,12,existing paid,radio/tv,1940,<100,unemployed,4,female div/dep/mar,none,2,car,45,none,own,2,skilled,1,none,yes,good
1685,no checking,21,critical/other existing credit,used car,3368,<100,1<=X<4,4,male single,guarantor,2,life insurance,26,none,own,3,high qualif/self emp/mgmt,1,none,yes,good
1686,<0,10,existing paid,used car,5848,no known savings,1<=X<4,1,male single,co applicant,1,real estate,25,none,rent,1,unskilled resident,1,yes,yes,good
1687,no checking,12,critical/other existing credit,business,915,100<=X<500,1<=X<4,3,male single,none,3,real estate,32,bank,own,1,skilled,1,none,yes,bad
1688,0<=X<200,48,critical/other existing credit,business,1585,no known savings,4<=X<7,4,female div/dep/mar,none,2,car,23,none,own,2,skilled,2,none,yes,good
1689,no checking,15,existing paid,furniture/equipment,1552,<100,<1,2,male single,none,1,life insurance,56,bank,own,1,unskilled resident,1,none,yes,good
1690,0<=X<200,30,critical/other existing credit,radio/tv,882,<100,<1,1,female div/dep/mar,none,2,real estate,50,none,rent,2,unskilled resident,2,yes,yes,bad
1691,no checking,24,delayed previously,retraining,1136,no known savings,<1,4,male single,none,4,real estate,42,none,rent,1,skilled,1,yes,yes,good
1692,0<=X<200,10,existing paid,radio/tv,5998,<100,1<=X<4,3,female div/dep/mar,none,2,life insurance,42,stores,own,2,skilled,2,none,yes,bad
1693,<0,21,existing paid,new car,2576,<100,>=7,3,male single,none,1,no known property,33,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
1694,>=200,12,critical/other existing credit,radio/tv,1169,<100,1<=X<4,4,male mar/wid,none,3,life insurance,26,none,own,1,skilled,2,none,yes,good
1695,no checking,18,existing paid,used car,5866,<100,unemployed,3,male single,none,4,real estate,26,none,own,1,unskilled resident,1,yes,yes,good
1696,no checking,36,existing paid,used car,983,<100,1<=X<4,3,male single,none,2,life insurance,38,none,own,1,skilled,2,none,yes,good
1697,0<=X<200,18,all paid,new car,7174,<100,4<=X<7,4,male single,none,4,car,28,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
1698,no checking,12,existing paid,business,1516,<100,<1,2,male single,none,2,life insurance,22,none,own,1,skilled,1,yes,yes,bad
1699,no checking,24,delayed previously,new car,886,<100,1<=X<4,2,male mar/wid,none,2,car,25,none,own,3,skilled,2,yes,yes,good
1700,no checking,12,existing paid,education,1778,<100,>=7,4,male single,guarantor,1,real estate,37,none,own,1,skilled,1,none,yes,good
1701,<0,15,existing paid,furniture/equipment,1963,<100,>=7,4,male mar/wid,none,4,real estate,43,none,own,2,unskilled resident,1,none,yes,good
1702,<0,18,critical/other existing credit,new car,2603,<100,>=7,1,male single,none,3,car,24,none,for free,1,skilled,1,yes,yes,bad
1703,<0,36,existing paid,new car,2002,<100,1<=X<4,2,male div/sep,none,1,real estate,65,none,own,1,unskilled resident,1,yes,yes,bad
1704,<0,36,existing paid,new car,760,100<=X<500,1<=X<4,4,male single,none,2,real estate,23,none,own,1,unskilled resident,1,yes,yes,good
1705,no checking,6,critical/other existing credit,furniture/equipment,2149,<100,<1,4,female div/dep/mar,none,4,no known property,38,none,rent,2,skilled,1,yes,yes,good
1706,no checking,15,existing paid,business,1950,<100,>=7,4,male single,none,3,life insurance,40,bank,own,1,high qualif/self emp/mgmt,2,none,yes,good
1707,no checking,36,existing paid,business,727,<100,>=7,4,male div/sep,none,4,real estate,48,none,own,1,skilled,1,yes,yes,good
1708,no checking,36,critical/other existing credit,business,1995,<100,1<=X<4,4,male single,none,2,real estate,22,none,for free,1,unskilled resident,1,none,yes,bad
1709,0<=X<200,18,delayed previously,business,3092,<100,1<=X<4,4,male mar/wid,none,4,real estate,27,none,for free,2,high qualif/self emp/mgmt,2,none,yes,good
1710,<0,27,delayed previously,radio/tv,1240,<100,4<=X<7,4,male single,none,4,no known property,30,bank,own,1,high qualif/self emp/mgmt,1,none,yes,good
1711,0<=X<200,4,existing paid,radio/tv,1501,no known savings,4<=X<7,3,female div/dep/mar,none,4,no known property,22,none,own,1,skilled,2,yes,yes,bad
1712,no checking,24,critical/other existing credit,new car,3195,<100,1<=X<4,4,male single,co applicant,1,car,35,bank,own,1,skilled,1,yes,yes,good
1713,no checking,48,existing paid,radio/tv,4473,<100,<1,3,male single,none,4,real estate,26,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
1714,no checking,12,existing paid,radio/tv,7297,no known savings,4<=X<7,2,male single,none,2,life insurance,30,none,own,1,skilled,1,yes,yes,bad
1715,<0,12,existing paid,radio/tv,708,no known savings,>=7,3,male single,none,4,real estate,28,none,for free,1,skilled,2,yes,yes,good
1716,0<=X<200,36,existing paid,radio/tv,1568,<100,>=7,4,female div/dep/mar,none,4,real estate,36,none,own,2,skilled,1,none,yes,good
1717,<0,9,existing paid,used car,1819,>=1000,>=7,4,male single,none,4,real estate,24,none,own,2,skilled,1,none,yes,good
1718,<0,18,critical/other existing credit,new car,1344,no known savings,1<=X<4,1,male single,none,1,real estate,34,none,own,1,skilled,1,yes,yes,bad
1719,<0,24,existing paid,business,7855,no known savings,1<=X<4,3,female div/dep/mar,none,4,real estate,22,none,own,2,unskilled resident,1,yes,yes,good
1720,no checking,24,critical/other existing credit,furniture/equipment,1957,<100,1<=X<4,2,male single,none,1,car,33,none,own,2,skilled,1,none,yes,good
1721,no checking,6,existing paid,new car,3832,>=1000,>=7,4,female div/dep/mar,none,1,life insurance,24,stores,own,1,skilled,1,yes,yes,bad
1722,<0,24,existing paid,furniture/equipment,2697,no known savings,1<=X<4,4,male single,none,2,car,47,none,own,2,skilled,2,none,yes,bad
1723,no checking,36,existing paid,domestic appliance,1413,<100,1<=X<4,2,male single,guarantor,4,life insurance,52,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
1724,0<=X<200,12,existing paid,radio/tv,1800,500<=X<1000,>=7,3,male div/sep,none,1,car,35,none,rent,3,unskilled resident,1,yes,yes,good
1725,no checking,15,existing paid,new car,1333,no known savings,<1,4,female div/dep/mar,none,4,car,61,none,for free,1,unskilled resident,1,none,yes,good
1726,<0,18,existing paid,furniture/equipment,6999,<100,4<=X<7,4,male single,none,1,car,36,none,own,2,unskilled resident,1,none,yes,good
1727,<0,6,existing paid,new car,2100,100<=X<500,>=7,3,female div/dep/mar,none,4,life insurance,26,bank,own,1,skilled,1,none,yes,bad
1728,no checking,6,existing paid,new car,1282,<100,4<=X<7,3,male mar/wid,none,2,car,40,none,own,1,skilled,1,none,yes,bad
1729,no checking,30,existing paid,furniture/equipment,1316,no known savings,>=7,4,female div/dep/mar,none,1,car,43,none,own,1,unskilled resident,1,none,yes,good
1730,<0,18,existing paid,furniture/equipment,1965,<100,<1,2,male single,none,4,car,25,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
1731,<0,48,critical/other existing credit,used car,4057,no known savings,>=7,4,male div/sep,none,3,real estate,39,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
1732,no checking,12,existing paid,radio/tv,797,<100,1<=X<4,2,female div/dep/mar,none,3,real estate,50,none,own,2,skilled,1,yes,yes,bad
1733,<0,36,existing paid,radio/tv,3915,<100,1<=X<4,1,male single,none,4,car,30,none,own,1,skilled,1,none,yes,good
1734,no checking,24,existing paid,new car,1512,<100,<1,4,male mar/wid,none,2,no known property,52,none,own,2,unskilled resident,1,none,no,good
1735,no checking,36,existing paid,furniture/equipment,3448,<100,1<=X<4,4,male single,none,3,no known property,19,none,own,1,skilled,1,none,yes,good
1736,<0,18,existing paid,radio/tv,2251,no known savings,<1,4,male single,none,4,life insurance,23,none,for free,1,skilled,2,none,yes,bad
1737,no checking,24,existing paid,retraining,2825,<100,<1,2,female div/dep/mar,co applicant,1,car,23,none,own,1,unskilled resident,1,none,yes,good
1738,0<=X<200,15,existing paid,furniture/equipment,8086,<100,unemployed,3,female div/dep/mar,guarantor,4,real estate,30,none,for free,2,skilled,1,none,yes,good
1739,no checking,36,existing paid,radio/tv,609,<100,>=7,4,male single,none,4,no known property,29,none,own,2,skilled,1,yes,yes,bad
1740,0<=X<200,12,existing paid,radio/tv,1845,<100,<1,2,male single,none,2,life insurance,60,none,own,2,skilled,1,yes,yes,bad
1741,0<=X<200,6,existing paid,radio/tv,1817,<100,1<=X<4,4,male single,none,4,real estate,30,none,rent,1,unskilled resident,1,none,yes,good
1742,no checking,36,critical/other existing credit,used car,4712,<100,1<=X<4,1,female div/dep/mar,none,4,no known property,39,none,own,1,skilled,1,yes,yes,good
1743,no checking,18,critical/other existing credit,new car,3650,<100,>=7,3,male div/sep,none,2,car,34,none,own,1,skilled,1,none,no,good
1744,no checking,48,critical/other existing credit,education,1437,>=1000,>=7,3,female div/dep/mar,none,3,no known property,25,none,own,1,skilled,1,none,yes,good
1745,0<=X<200,27,critical/other existing credit,used car,6403,100<=X<500,1<=X<4,4,female div/dep/mar,none,2,car,27,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
1746,<0,9,existing paid,business,2522,no known savings,1<=X<4,4,male div/sep,co applicant,3,car,31,none,own,1,skilled,1,none,yes,bad
1747,<0,6,critical/other existing credit,radio/tv,3399,100<=X<500,1<=X<4,3,female div/dep/mar,none,1,car,24,none,own,1,skilled,1,none,yes,good
1748,no checking,12,existing paid,new car,7485,no known savings,unemployed,2,male single,none,1,life insurance,34,none,rent,1,high qualif/self emp/mgmt,1,none,yes,good
1749,0<=X<200,6,critical/other existing credit,new car,639,100<=X<500,1<=X<4,4,male single,none,3,real estate,30,none,own,1,skilled,1,none,yes,bad
1750,<0,15,critical/other existing credit,new car,1287,500<=X<1000,>=7,4,male single,none,3,life insurance,41,none,own,1,skilled,1,none,yes,good
1751,0<=X<200,6,critical/other existing credit,new car,1459,<100,4<=X<7,2,female div/dep/mar,none,2,car,32,stores,own,1,skilled,1,yes,yes,bad
1752,no checking,60,existing paid,furniture/equipment,640,<100,1<=X<4,4,female div/dep/mar,none,4,no known property,24,none,own,1,skilled,1,none,yes,good
1753,no checking,18,all paid,new car,1549,<100,>=7,1,male mar/wid,guarantor,4,car,30,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
1754,0<=X<200,24,existing paid,furniture/equipment,2132,500<=X<1000,>=7,4,male single,none,2,car,29,none,for free,2,skilled,2,none,yes,bad
1755,no checking,24,existing paid,new car,2577,<100,>=7,3,male single,none,2,no known property,47,none,own,1,skilled,1,none,no,bad
1756,0<=X<200,12,critical/other existing credit,used car,6350,500<=X<1000,1<=X<4,3,female div/dep/mar,none,4,life insurance,33,bank,own,2,skilled,1,yes,yes,bad
1757,<0,18,existing paid,education,1766,no known savings,>=7,2,female div/dep/mar,none,4,car,22,none,own,1,unskilled resident,1,yes,no,good
1758,no checking,24,existing paid,used car,1922,<100,1<=X<4,1,male div/sep,none,2,no known property,28,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
1759,0<=X<200,12,existing paid,business,1301,no known savings,unemployed,2,female div/dep/mar,none,4,real estate,34,none,own,2,skilled,1,yes,yes,bad
1760,no checking,48,critical/other existing credit,radio/tv,4796,<100,4<=X<7,4,female div/dep/mar,none,4,life insurance,22,none,for free,1,high qualif/self emp/mgmt,1,none,yes,good
1761,no checking,6,critical/other existing credit,furniture/equipment,4712,<100,<1,2,male single,none,4,real estate,45,bank,own,2,skilled,1,none,yes,bad
1762,no checking,12,existing paid,education,2146,<100,1<=X<4,4,male single,none,3,car,55,none,own,2,skilled,1,none,yes,good
1763,<0,18,critical/other existing credit,radio/tv,1289,no known savings,>=7,4,male single,none,2,life insurance,28,none,own,1,skilled,1,none,yes,good
1764,<0,30,critical/other existing credit,furniture/equipment,802,<100,1<=X<4,4,male single,none,2,real estate,28,none,own,2,skilled,1,yes,no,bad
1765,<0,18,critical/other existing credit,radio/tv,2241,<100,1<=X<4,2,male single,none,3,life insurance,31,bank,for free,1,skilled,1,none,yes,bad
